int_ftse,int_dax,int_nikkei,int_spx
-59.0,19.0,-299.0,0.0
-97.0,21.0,111.0,-10.0
-2.0,-120.0,-130.0,-4.0
33.0,-61.0,178.0,-40.0
-105.0,-122.0,-161.0,9.0
101.0,160.0,216.0,-6.0
66.0,157.0,98.0,-6.0
-66.0,-60.0,225.0,-38.0
-107.0,-231.0,105.0,34.0
22.0,215.0,-116.0,15.0
12.0,121.0,155.0,0.0
22.0,183.0,208.0,15.0
-140.0,90.0,-23.0,0.0
-66.0,-148.0,182.0,0.0
167.0,253.0,-77.0,17.0
30.0,80.0,139.0,-30.0
-36.0,80.0,-297.0,5.0
-86.0,-98.0,0.0,-29.0
-125.0,33.0,-154.0,2.0
-63.0,-248.0,-189.0,13.0
142.0,94.0,232.0,-15.0
62.0,90.0,192.0,1.0
-44.0,-7.0,-2.0,-42.0
-84.0,17.0,-246.0,0.0
-67.0,17.0,-153.0,6.0
130.0,91.0,129.0,8.0
-58.0,-58.0,52.0,-7.0
112.0,98.0,246.0,-20.0
-99.0,-151.0,-97.0,15.0
133.0,57.0,239.0,18.0
132.0,83.0,122.0,13.0
68.0,218.0,-16.0,2.0
55.0,15.0,-138.0,28.0
80.0,15.0,-131.0,-18.0
-101.0,89.0,148.0,-36.0
-55.0,-77.0,-178.0,11.0
121.0,-38.0,-104.0,35.0
36.0,26.0,88.0,-6.0
-102.0,-282.0,-561.0,-12.0
21.0,-43.0,-48.0,-24.0
-41.0,-236.0,-63.0,33.0
111.0,169.0,175.0,66.0
0.0,127.0,313.0,6.0
67.0,162.0,0.0,-8.0
-7.0,-65.0,36.0,37.0
-8.0,-9.0,131.0,7.0
-15.0,-104.0,-29.0,27.0
144.0,238.0,254.0,0.0
-51.0,-40.0,323.0,-4.0
-37.0,39.0,93.0,-16.0
-52.0,-67.0,332.0,1.0
-153.0,-220.0,-265.0,-21.0
95.0,-45.0,-104.0,11.0
-78.0,-170.0,389.0,7.0
-35.0,93.0,-132.0,-11.0
-48.0,-192.0,-132.0,-7.0
72.0,116.0,-239.0,14.0
118.0,76.0,29.0,15.0
-36.0,-6.0,367.0,-12.0
-154.0,-74.0,-97.0,-4.0
-29.0,1.0,311.0,-33.0
7.0,6.0,-307.0,-27.0
-179.0,-235.0,-92.0,-84.0
-184.0,-27.0,-1426.0,45.0
80.0,9.0,-39.0,40.0
110.0,20.0,117.0,-14.0
57.0,-59.0,-127.0,7.0
0.0,0.0,-707.0,0.0
0.0,0.0,228.0,-5.0
41.0,123.0,-208.0,48.0
-26.0,108.0,-138.0,-17.0
-77.0,-167.0,-115.0,4.0
148.0,193.0,-46.0,-12.0
0.0,0.0,430.0,16.0
46.0,141.0,36.0,-22.0
-189.0,-179.0,0.0,-31.0
15.0,10.0,0.0,-6.0
39.0,144.0,0.0,23.0
-22.0,-122.0,-240.0,-8.0
-93.0,-128.0,-355.0,-12.0
-23.0,-160.0,-143.0,-29.0
145.0,139.0,-819.0,24.0
38.0,10.0,475.0,13.0
-36.0,-74.0,-44.0,32.0
71.0,176.0,238.0,14.0
-122.0,-160.0,-147.0,-19.0
36.0,-30.0,-373.0,-10.0
-187.0,-192.0,-173.0,-31.0
-10.0,-77.0,-472.0,-6.0
51.0,15.0,-68.0,-27.0
32.0,-93.0,-274.0,26.0
113.0,144.0,203.0,-18.0
-15.0,-40.0,-239.0,-3.0
0.0,78.0,237.0,0.0
143.0,103.0,-17.0,44.0
0.0,-10.0,104.0,-2.0
111.0,163.0,362.0,28.0
156.0,166.0,106.0,29.0
-80.0,-30.0,401.0,-10.0
0.0,-49.0,-31.0,-10.0
-43.0,-67.0,-26.0,14.0
-7.0,-49.0,-140.0,-10.0
-53.0,11.0,-143.0,-5.0
-13.0,-19.0,119.0,-10.0
17.0,33.0,-66.0,23.0
89.0,82.0,-260.0,1.0
-46.0,-22.0,-316.0,8.0
36.0,-168.0,-20.0,-14.0
-36.0,38.0,273.0,22.0
36.0,29.0,316.0,-11.0
-49.0,-127.0,303.0,4.0
-64.0,-47.0,-104.0,-27.0
-22.0,-73.0,-143.0,-11.0
14.0,47.0,-38.0,14.0
-30.0,21.0,354.0,-5.0
-62.0,8.0,91.0,4.0
-75.0,-182.0,105.0,-12.0
74.0,24.0,-64.0,12.0
158.0,60.0,203.0,15.0
-54.0,-14.0,-144.0,0.0
-34.0,17.0,-35.0,-23.0
37.0,-10.0,-153.0,10.0
78.0,101.0,116.0,22.0
-31.0,18.0,174.0,-3.0
9.0,-67.0,-68.0,5.0
43.0,62.0,-162.0,12.0
-43.0,130.0,-306.0,3.0
0.0,123.0,106.0,14.0
50.0,112.0,144.0,1.0
-75.0,-24.0,-341.0,-17.0
15.0,-40.0,38.0,-12.0
4.0,114.0,0.0,14.0
-91.0,-107.0,-172.0,-15.0
3.0,-45.0,-264.0,-16.0
9.0,1.0,26.0,10.0
-3.0,-27.0,-71.0,-22.0
-35.0,-119.0,-320.0,-3.0
-17.0,-55.0,-344.0,-30.0
30.0,62.0,-111.0,11.0
14.0,-45.0,372.0,8.0
12.0,-33.0,107.0,0.0
-74.0,-75.0,-392.0,14.0
46.0,-21.0,-147.0,10.0
24.0,97.0,335.0,17.0
-29.0,10.0,-182.0,3.0
55.0,103.0,214.0,-10.0
-26.0,54.0,-59.0,-12.0
-3.0,42.0,142.0,11.0
35.0,9.0,36.0,20.0
56.0,-24.0,145.0,-7.0
57.0,8.0,58.0,-5.0
-14.0,-37.0,-195.0,17.0
25.0,-46.0,119.0,-5.0
-1.0,-33.0,-240.0,8.0
42.0,50.0,414.0,-1.0
-18.0,-17.0,-18.0,7.0
-9.0,-2.0,234.0,3.0
6.0,77.0,241.0,-2.0
0.0,32.0,270.0,8.0
23.0,-45.0,-40.0,-5.0
29.0,-109.0,-240.0,-7.0
57.0,31.0,-40.0,15.0
123.0,128.0,-122.0,3.0
3.0,101.0,-51.0,0.0
-46.0,-50.0,-236.0,-13.0
-58.0,-62.0,-53.0,-15.0
-5.0,40.0,-99.0,10.0
-89.0,-106.0,201.0,-8.0
-18.0,-53.0,-371.0,-5.0
-27.0,-79.0,-90.0,-8.0
-77.0,-129.0,150.0,3.0
77.0,42.0,23.0,-4.0
-138.0,-49.0,0.0,-15.0
-7.0,-108.0,-152.0,-21.0
-7.0,46.0,63.0,15.0
-124.0,-172.0,334.0,-8.0
-80.0,-83.0,-147.0,-2.0
6.0,58.0,-493.0,-1.0
52.0,48.0,174.0,-9.0
-44.0,-23.0,-64.0,-12.0
56.0,49.0,-289.0,-1.0
-5.0,18.0,-13.0,32.0
30.0,-34.0,121.0,-22.0
-10.0,64.0,155.0,0.0
61.0,0.0,10.0,-10.0
-11.0,-39.0,237.0,8.0
48.0,69.0,-50.0,2.0
9.0,-116.0,-105.0,-28.0
-127.0,-96.0,0.0,-6.0
-17.0,-7.0,-167.0,-15.0
-130.0,-112.0,-314.0,-23.0
14.0,-96.0,37.0,-35.0
78.0,196.0,-220.0,45.0
76.0,-34.0,182.0,0.0
-82.0,-96.0,-172.0,-25.0
-55.0,-48.0,-468.0,-7.0
70.0,136.0,-61.0,46.0
58.0,-1.0,387.0,8.0
39.0,2.0,-101.0,-1.0
123.0,182.0,51.0,3.0
-71.0,-54.0,-308.0,-34.0
-65.0,19.0,18.0,0.0
64.0,157.0,-276.0,15.0
22.0,2.0,-118.0,19.0
50.0,151.0,75.0,31.0
19.0,-18.0,333.0,-8.0
-65.0,29.0,-35.0,7.0
-7.0,40.0,0.0,-2.0
46.0,8.0,534.0,6.0
35.0,-60.0,-31.0,-1.0
11.0,-68.0,59.0,-22.0
-35.0,-49.0,-339.0,-9.0
-42.0,-108.0,-72.0,-35.0
-126.0,-109.0,-324.0,-14.0
138.0,224.0,-4.0,31.0
20.0,-5.0,139.0,7.0
-2.0,-119.0,-212.0,-17.0
10.0,-90.0,-43.0,-5.0
-95.0,-143.0,-13.0,-25.0
37.0,69.0,-123.0,5.0
-161.0,-168.0,-107.0,-25.0
66.0,91.0,0.0,0.0
40.0,63.0,14.0,19.0
47.0,32.0,405.0,7.0
-125.0,-71.0,-62.0,-12.0
-85.0,-27.0,-151.0,5.0
-22.0,-226.0,141.0,-27.0
28.0,140.0,187.0,1.0
-12.0,-104.0,119.0,9.0
141.0,229.0,-259.0,52.0
-26.0,-15.0,194.0,-25.0
-42.0,-56.0,-169.0,-8.0
57.0,125.0,-24.0,26.0
82.0,91.0,319.0,11.0
20.0,-49.0,99.0,-9.0
13.0,-113.0,54.0,-12.0
-140.0,-151.0,-241.0,-19.0
-88.0,-138.0,-375.0,-28.0
71.0,59.0,-69.0,10.0
49.0,89.0,-351.0,-17.0
-119.0,-231.0,-218.0,-41.0
-61.0,-48.0,-491.0,10.0
-18.0,51.0,4.0,31.0
0.0,0.0,504.0,0.0
0.0,0.0,76.0,10.0
121.0,77.0,-26.0,13.0
5.0,43.0,-35.0,6.0
-1.0,62.0,-161.0,-14.0
0.0,0.0,0.0,0.0
-48.0,-144.0,0.0,-37.0
-135.0,145.0,0.0,64.0
146.0,-58.0,-94.0,-14.0
13.0,6.0,176.0,-35.0
-49.0,10.0,0.0,-3.0
-61.0,12.0,-257.0,5.0
-29.0,-84.0,-178.0,13.0
55.0,145.0,-231.0,13.0
51.0,25.0,146.0,-8.0
5.0,32.0,159.0,0.0
-87.0,-20.0,78.0,8.0
114.0,151.0,83.0,3.0
12.0,-18.0,206.0,18.0
0.0,16.0,116.0,-5.0
22.0,24.0,43.0,0.0
-17.0,47.0,-48.0,18.0
50.0,-16.0,-91.0,4.0
-9.0,21.0,-90.0,-7.0
39.0,-32.0,-107.0,-3.0
22.0,55.0,149.0,10.0
18.0,-11.0,-19.0,9.0
-37.0,56.0,17.0,-7.0
-46.0,-91.0,-64.0,7.0
5.0,-66.0,-76.0,-24.0
13.0,-10.0,-318.0,5.0
24.0,65.0,-116.0,-2.0
-68.0,-115.0,97.0,-12.0
-19.0,58.0,-228.0,-8.0
-42.0,-139.0,284.0,-18.0
77.0,67.0,0.0,16.0
-13.0,-7.0,-148.0,-12.0
-52.0,-78.0,10.0,-3.0
21.0,112.0,43.0,11.0
-109.0,-152.0,-152.0,-25.0
5.0,33.0,-56.0,0.0
-113.0,-21.0,129.0,-23.0
-8.0,-104.0,-148.0,-23.0
31.0,-70.0,-27.0,-3.0
-60.0,-202.0,173.0,-7.0
-27.0,114.0,-45.0,22.0
25.0,31.0,-142.0,-10.0
-24.0,-12.0,-176.0,-18.0
-9.0,-85.0,-202.0,2.0
-50.0,36.0,-420.0,-7.0
73.0,57.0,61.0,7.0
81.0,68.0,365.0,12.0
-11.0,21.0,36.0,8.0
2.0,-38.0,-73.0,3.0
-86.0,-63.0,-23.0,-31.0
-91.0,-158.0,-456.0,-53.0
-106.0,-84.0,-352.0,17.0
-95.0,-168.0,24.0,-31.0
104.0,95.0,309.0,7.0
-167.0,-155.0,80.0,-23.0
-11.0,-77.0,-42.0,20.0
95.0,125.0,0.0,-28.0
-106.0,-160.0,913.0,-20.0
-226.0,-234.0,-250.0,-5.0
88.0,156.0,361.0,22.0
174.0,182.0,648.0,13.0
152.0,212.0,-224.0,30.0
-114.0,-121.0,127.0,-29.0
-26.0,62.0,-693.0,-6.0
45.0,-50.0,-73.0,13.0
-15.0,-69.0,-62.0,-15.0
-155.0,-207.0,187.0,-39.0
72.0,44.0,118.0,-3.0
86.0,176.0,139.0,48.0
-20.0,-75.0,2.0,-23.0
62.0,83.0,-542.0,9.0
140.0,132.0,-221.0,31.0
-15.0,38.0,554.0,-3.0
-22.0,51.0,178.0,18.0
0.0,0.0,33.0,0.0
0.0,0.0,-131.0,-4.0
-5.0,-67.0,-187.0,12.0
129.0,229.0,574.0,47.0
-19.0,17.0,227.0,15.0
8.0,-54.0,-103.0,-11.0
-8.0,-76.0,-50.0,-18.0
-31.0,73.0,28.0,-15.0
-13.0,-9.0,84.0,19.0
41.0,8.0,146.0,6.0
83.0,52.0,-39.0,19.0
15.0,89.0,0.0,-4.0
-38.0,0.0,491.0,17.0
-24.0,-51.0,-4.0,1.0
-139.0,-124.0,0.0,-19.0
105.0,49.0,0.0,18.0
0.0,-16.0,108.0,-3.0
16.0,-14.0,-240.0,-2.0
7.0,-45.0,-205.0,-6.0
70.0,102.0,-67.0,0.0
-67.0,-24.0,26.0,-10.0
-206.0,-77.0,-170.0,3.0
152.0,6.0,181.0,1.0
42.0,78.0,-360.0,35.0
20.0,25.0,216.0,4.0
10.0,13.0,-33.0,3.0
27.0,63.0,299.0,21.0
35.0,21.0,-85.0,-3.0
-79.0,-55.0,-24.0,-20.0
18.0,63.0,-172.0,4.0
-26.0,-55.0,-130.0,-16.0
0.0,-7.0,-28.0,0.0
-26.0,-96.0,36.0,-10.0
-67.0,-79.0,-280.0,-19.0
0.0,82.0,-231.0,7.0
13.0,2.0,-1.0,5.0
47.0,52.0,51.0,7.0
66.0,65.0,-130.0,16.0
-21.0,-50.0,-8.0,-13.0
47.0,-8.0,103.0,6.0
2.0,3.0,153.0,-12.0
-90.0,-25.0,-204.0,-10.0
-56.0,-103.0,-386.0,1.0
16.0,52.0,-17.0,-14.0
-68.0,-80.0,23.0,-22.0
-30.0,-116.0,-56.0,-5.0
-51.0,-46.0,-93.0,-6.0
9.0,53.0,-123.0,4.0
19.0,-46.0,100.0,11.0
-58.0,50.0,288.0,14.0
24.0,15.0,82.0,-12.0
-4.0,-39.0,-148.0,-7.0
-106.0,-55.0,82.0,-2.0
52.0,-14.0,-150.0,-5.0
31.0,138.0,-149.0,15.0
4.0,87.0,290.0,-2.0
74.0,51.0,-218.0,12.0
-77.0,-53.0,66.0,-2.0
-39.0,-41.0,-188.0,0.0
-51.0,-16.0,-22.0,-15.0
-70.0,-137.0,-301.0,-29.0
-11.0,7.0,-67.0,8.0
-1.0,-53.0,61.0,-17.0
-76.0,-15.0,-295.0,-1.0
90.0,88.0,402.0,28.0
55.0,50.0,-52.0,7.0
-19.0,-86.0,-12.0,-13.0
-90.0,-7.0,-215.0,12.0
-23.0,-118.0,-236.0,-7.0
33.0,101.0,16.0,8.0
-50.0,-65.0,0.0,-5.0
18.0,27.0,-299.0,-19.0
-85.0,-128.0,274.0,-20.0
-45.0,-81.0,8.0,19.0
11.0,93.0,-33.0,12.0
117.0,79.0,-60.0,3.0
43.0,38.0,-219.0,-1.0
83.0,69.0,281.0,7.0
17.0,-26.0,99.0,4.0
38.0,-58.0,440.0,5.0
-37.0,-42.0,-158.0,-6.0
-21.0,11.0,2.0,-14.0
10.0,6.0,76.0,4.0
-60.0,-138.0,-156.0,-21.0
-74.0,-102.0,-409.0,0.0
25.0,-79.0,-19.0,7.0
4.0,20.0,-258.0,1.0
76.0,67.0,440.0,-5.0
-46.0,-65.0,-162.0,-8.0
-72.0,-94.0,-240.0,3.0
-47.0,-139.0,-70.0,-20.0
15.0,-15.0,-188.0,10.0
73.0,9.0,23.0,-14.0
-22.0,4.0,116.0,8.0
-12.0,34.0,-270.0,-3.0
75.0,133.0,40.0,22.0
0.0,19.0,109.0,-5.0
-37.0,-98.0,-86.0,-18.0
-17.0,-3.0,-210.0,-13.0
-85.0,-143.0,-41.0,-19.0
12.0,26.0,-225.0,4.0
-32.0,-94.0,-304.0,0.0
67.0,114.0,363.0,-1.0
-63.0,-160.0,-174.0,-1.0
-112.0,-173.0,52.0,-25.0
-134.0,-145.0,-134.0,-21.0
-37.0,-60.0,-321.0,7.0
-288.0,-397.0,97.0,0.0
137.0,62.0,-682.0,0.0
61.0,57.0,3.0,0.0
-188.0,-277.0,395.0,0.0
143.0,119.0,-504.0,-54.0
-50.0,-40.0,175.0,-6.0
-127.0,-153.0,260.0,-16.0
-165.0,-232.0,-154.0,-32.0
-123.0,-22.0,-231.0,-19.0
180.0,251.0,0.0,38.0
50.0,-29.0,139.0,9.0
33.0,86.0,-52.0,-5.0
67.0,89.0,55.0,11.0
140.0,124.0,78.0,22.0
-118.0,-69.0,198.0,-2.0
47.0,65.0,164.0,13.0
49.0,132.0,-212.0,21.0
135.0,112.0,281.0,-3.0
20.0,-61.0,0.0,2.0
-4.0,8.0,0.0,-9.0
-23.0,-23.0,-194.0,-6.0
144.0,141.0,-47.0,24.0
11.0,105.0,383.0,17.0
-19.0,-93.0,285.0,-6.0
-78.0,-77.0,-180.0,-2.0
15.0,78.0,185.0,8.0
121.0,18.0,118.0,-20.0
-87.0,-70.0,-281.0,-9.0
-99.0,-61.0,64.0,5.0
53.0,106.0,27.0,16.0
123.0,85.0,296.0,-5.0
-26.0,107.0,-59.0,1.0
-81.0,-96.0,78.0,15.0
102.0,105.0,-85.0,4.0
-103.0,-160.0,-183.0,-26.0
-82.0,-117.0,-100.0,-19.0
36.0,16.0,-146.0,0.0
32.0,77.0,-19.0,25.0
58.0,-53.0,36.0,3.0
80.0,172.0,64.0,15.0
5.0,-48.0,186.0,16.0
2.0,153.0,-349.0,-3.0
62.0,133.0,147.0,3.0
-34.0,-83.0,-216.0,2.0
-98.0,-90.0,-134.0,-2.0
131.0,126.0,-51.0,21.0
-37.0,7.0,56.0,2.0
-2.0,53.0,403.0,1.0
52.0,56.0,160.0,-4.0
47.0,123.0,78.0,13.0
-39.0,-89.0,-152.0,-9.0
15.0,-9.0,86.0,-5.0
32.0,37.0,35.0,0.0
-52.0,26.0,0.0,13.0
9.0,-36.0,368.0,7.0
-37.0,-55.0,-116.0,-8.0
-60.0,-144.0,-324.0,-21.0
3.0,21.0,31.0,12.0
-5.0,53.0,42.0,-1.0
-39.0,-1.0,-327.0,-10.0
48.0,25.0,82.0,15.0
121.0,249.0,261.0,26.0
36.0,9.0,144.0,-3.0
-105.0,-72.0,-61.0,-9.0
-79.0,-75.0,-225.0,-19.0
-25.0,22.0,-98.0,-3.0
-41.0,-84.0,328.0,1.0
-45.0,-96.0,-368.0,-18.0
-13.0,-57.0,78.0,4.0
75.0,158.0,-188.0,11.0
15.0,-28.0,109.0,8.0
-31.0,-55.0,39.0,7.0
-40.0,-50.0,-37.0,-10.0
79.0,85.0,-99.0,5.0
18.0,0.0,0.0,0.0
0.0,0.0,-81.0,0.0
0.0,0.0,-62.0,5.0
36.0,98.0,265.0,8.0
29.0,43.0,85.0,4.0
-25.0,0.0,0.0,-13.0
0.0,0.0,0.0,0.0
1.0,7.0,0.0,6.0
100.0,103.0,0.0,11.0
5.0,48.0,329.0,7.0
-30.0,-86.0,71.0,-8.0
-43.0,4.0,-247.0,-4.0
-22.0,52.0,-32.0,-5.0
-38.0,-60.0,-125.0,1.0
8.0,-19.0,-97.0,-11.0
-85.0,-144.0,0.0,-7.0
53.0,-3.0,-233.0,8.0
-39.0,-78.0,-31.0,-19.0
11.0,149.0,-49.0,11.0
-12.0,-11.0,165.0,-11.0
12.0,-53.0,-13.0,0.0
11.0,-24.0,-230.0,-8.0
31.0,118.0,-10.0,9.0
53.0,7.0,34.0,4.0
-40.0,-14.0,70.0,1.0
30.0,3.0,76.0,0.0
-92.0,-75.0,-194.0,-33.0
-42.0,-32.0,-107.0,13.0
75.0,55.0,78.0,17.0
25.0,-10.0,-206.0,-8.0
-22.0,-113.0,-160.0,-28.0
-74.0,-48.0,-156.0,-4.0
-20.0,-132.0,-55.0,-7.0
54.0,58.0,163.0,-3.0
1.0,-27.0,103.0,16.0
33.0,105.0,0.0,15.0
-26.0,-56.0,191.0,-4.0
18.0,51.0,91.0,11.0
55.0,38.0,113.0,-2.0
-26.0,-111.0,-33.0,-12.0
-28.0,9.0,45.0,0.0
-62.0,-107.0,-246.0,-21.0
-68.0,16.0,-13.0,14.0
49.0,70.0,461.0,-17.0
-23.0,-105.0,61.0,9.0
50.0,118.0,-60.0,20.0
38.0,34.0,-94.0,0.0
40.0,63.0,371.0,0.0
-78.0,79.0,14.0,-3.0
69.0,58.0,225.0,25.0
72.0,148.0,638.0,22.0
-27.0,-17.0,-102.0,-7.0
31.0,57.0,10.0,16.0
37.0,4.0,290.0,-5.0
3.0,70.0,237.0,7.0
-27.0,-19.0,34.0,4.0
-6.0,-65.0,-312.0,-3.0
19.0,-30.0,-192.0,-11.0
-10.0,31.0,153.0,-1.0
31.0,125.0,80.0,13.0
7.0,25.0,-150.0,-1.0
17.0,36.0,294.0,5.0
-50.0,-98.0,-266.0,-19.0
-13.0,-16.0,0.0,2.0
-3.0,18.0,-181.0,-5.0
-47.0,-49.0,-84.0,-17.0
-8.0,73.0,-54.0,7.0
19.0,-42.0,116.0,6.0
57.0,49.0,10.0,3.0
0.0,0.0,-309.0,0.0
0.0,0.0,4.0,-1.0
-20.0,-86.0,176.0,-10.0
-4.0,-30.0,196.0,-11.0
-38.0,-27.0,-21.0,1.0
24.0,6.0,-44.0,-4.0
-55.0,-80.0,17.0,3.0
1.0,-10.0,-238.0,-8.0
50.0,95.0,104.0,13.0
-92.0,-103.0,-71.0,-27.0
24.0,27.0,-185.0,8.0
40.0,55.0,175.0,-9.0
58.0,99.0,209.0,26.0
4.0,-25.0,197.0,-2.0
-34.0,-56.0,32.0,-2.0
14.0,22.0,-63.0,1.0
-22.0,-79.0,209.0,-18.0
-31.0,-13.0,15.0,-7.0
28.0,-32.0,-64.0,-7.0
-21.0,-106.0,-24.0,-2.0
-38.0,-54.0,-107.0,-15.0
-6.0,8.0,0.0,-11.0
12.0,33.0,-49.0,11.0
-40.0,0.0,60.0,10.0
49.0,-77.0,-1.0,-2.0
29.0,-82.0,0.0,-11.0
0.0,-2.0,0.0,-21.0
-84.0,-8.0,-235.0,-3.0
90.0,156.0,204.0,39.0
-12.0,-62.0,113.0,-15.0
-26.0,-95.0,-102.0,-19.0
33.0,104.0,-195.0,20.0
35.0,74.0,20.0,23.0
20.0,23.0,286.0,-6.0
-11.0,-25.0,96.0,7.0
-31.0,-11.0,109.0,8.0
-9.0,-38.0,9.0,-15.0
-11.0,-14.0,-55.0,-12.0
-46.0,-65.0,160.0,7.0
24.0,-40.0,18.0,11.0
-6.0,20.0,-3.0,-14.0
-33.0,62.0,0.0,0.0
-62.0,-43.0,-40.0,-9.0
8.0,-37.0,-83.0,-7.0
-42.0,-120.0,-83.0,-3.0
45.0,57.0,-7.0,3.0
0.0,-71.0,138.0,-27.0
0.0,-122.0,-248.0,0.0
-96.0,-1.0,10.0,9.0
-32.0,33.0,-89.0,-20.0
-37.0,-47.0,-136.0,-2.0
8.0,-21.0,-68.0,3.0
6.0,17.0,79.0,-17.0
-83.0,-96.0,-122.0,7.0
-80.0,-40.0,-183.0,-11.0
-141.0,-167.0,-224.0,-2.0
126.0,172.0,-256.0,29.0
-54.0,-42.0,175.0,1.0
-50.0,-79.0,-363.0,-18.0
-72.0,-109.0,136.0,-13.0
25.0,-13.0,-258.0,-17.0
-64.0,-105.0,117.0,3.0
89.0,75.0,25.0,-16.0
-99.0,-103.0,-422.0,-3.0
9.0,160.0,187.0,17.0
116.0,123.0,360.0,-1.0
29.0,-16.0,-26.0,-21.0
-139.0,-171.0,27.0,-20.0
-154.0,-57.0,190.0,5.0
79.0,120.0,-180.0,0.0
144.0,225.0,194.0,36.0
-14.0,-41.0,-57.0,-13.0
-59.0,-73.0,191.0,-24.0
-122.0,-179.0,-208.0,-32.0
-190.0,-72.0,-267.0,7.0
-6.0,12.0,116.0,-6.0
-230.0,-218.0,-226.0,-4.0
27.0,65.0,-125.0,-16.0
169.0,115.0,46.0,5.0
107.0,8.0,202.0,-25.0
-199.0,-209.0,-296.0,-34.0
-203.0,-200.0,-13.0,-28.0
-38.0,-176.0,26.0,-22.0
-80.0,117.0,-268.0,46.0
188.0,-112.0,-18.0,-5.0
51.0,59.0,-338.0,14.0
186.0,280.0,75.0,46.0
-22.0,19.0,337.0,4.0
66.0,-178.0,-126.0,9.0
-202.0,-94.0,-84.0,-27.0
31.0,-74.0,-84.0,-20.0
-79.0,-200.0,-5.0,-30.0
135.0,236.0,-203.0,25.0
-37.0,-103.0,333.0,17.0
146.0,214.0,-35.0,29.0
82.0,81.0,200.0,3.0
-101.0,-113.0,-252.0,-5.0
50.0,36.0,-59.0,-19.0
-100.0,-94.0,-50.0,35.0
156.0,76.0,157.0,11.0
2.0,19.0,-7.0,-2.0
97.0,153.0,-189.0,22.0
-58.0,-69.0,21.0,-13.0
-4.0,100.0,22.0,12.0
70.0,38.0,172.0,13.0
-45.0,-78.0,53.0,-22.0
0.0,-45.0,200.0,7.0
60.0,68.0,-160.0,-13.0
-175.0,-169.0,-141.0,-17.0
-65.0,-22.0,-146.0,0.0
18.0,52.0,-1.0,-1.0
-47.0,-103.0,-98.0,0.0
-152.0,-211.0,-304.0,-38.0
-2.0,27.0,-142.0,15.0
-15.0,-71.0,147.0,-14.0
96.0,131.0,-93.0,14.0
-45.0,-56.0,177.0,9.0
113.0,65.0,3.0,7.0
35.0,90.0,91.0,0.0
-126.0,-163.0,15.0,-23.0
-76.0,-60.0,-174.0,3.0
36.0,-42.0,0.0,2.0
-19.0,-30.0,302.0,-18.0
-160.0,-165.0,-71.0,-4.0
-52.0,-117.0,197.0,-26.0
47.0,58.0,-188.0,2.0
-121.0,-151.0,0.0,-12.0
-68.0,-41.0,-160.0,-14.0
25.0,89.0,-156.0,20.0
154.0,58.0,155.0,15.0
57.0,-102.0,210.0,-27.0
-186.0,-149.0,-147.0,-12.0
76.0,96.0,-221.0,32.0
108.0,61.0,-113.0,-20.0
-25.0,-113.0,-113.0,-9.0
-67.0,-99.0,91.0,-18.0
-33.0,-47.0,-339.0,-15.0
-50.0,-45.0,20.0,13.0
12.0,-25.0,-169.0,-22.0
35.0,136.0,-100.0,27.0
176.0,197.0,90.0,32.0
-22.0,-80.0,0.0,6.0
199.0,198.0,307.0,40.0
-73.0,-40.0,48.0,-21.0
113.0,164.0,75.0,19.0
-40.0,-9.0,127.0,5.0
3.0,119.0,-108.0,15.0
-15.0,-127.0,-289.0,-9.0
-112.0,-140.0,25.0,6.0
97.0,75.0,-100.0,-14.0
-52.0,12.0,112.0,15.0
39.0,96.0,31.0,-7.0
-155.0,-176.0,-49.0,-8.0
67.0,91.0,48.0,8.0
37.0,39.0,-116.0,-5.0
-43.0,13.0,45.0,15.0
145.0,162.0,0.0,8.0
5.0,24.0,252.0,7.0
-43.0,-53.0,16.0,8.0
-22.0,-143.0,-33.0,-21.0
-47.0,-76.0,-230.0,-8.0
-19.0,-37.0,-230.0,-18.0
70.0,73.0,4.0,6.0
-56.0,-49.0,-26.0,0.0
24.0,122.0,-135.0,22.0
38.0,3.0,200.0,5.0
24.0,27.0,-157.0,-9.0
-19.0,-12.0,19.0,-4.0
-2.0,6.0,94.0,18.0
96.0,92.0,209.0,19.0
-15.0,16.0,104.0,-3.0
-53.0,-21.0,172.0,2.0
-52.0,-108.0,-121.0,-19.0
74.0,155.0,52.0,25.0
41.0,14.0,301.0,0.0
-16.0,-40.0,39.0,-2.0
-15.0,60.0,-41.0,-2.0
-79.0,-100.0,31.0,-14.0
-27.0,40.0,-199.0,-3.0
-16.0,-96.0,-89.0,-11.0
-19.0,-17.0,-54.0,6.0
-80.0,-142.0,-35.0,-20.0
-8.0,102.0,-24.0,12.0
49.0,29.0,-77.0,0.0
-39.0,-85.0,-19.0,-3.0
-57.0,-34.0,-192.0,-12.0
105.0,128.0,-66.0,21.0
-75.0,-66.0,60.0,-8.0
-73.0,-117.0,-166.0,-11.0
6.0,-61.0,43.0,-7.0
48.0,63.0,19.0,11.0
47.0,-24.0,0.0,2.0
6.0,0.0,106.0,-5.0
0.0,0.0,-11.0,0.0
0.0,0.0,199.0,-3.0
-113.0,-160.0,14.0,-14.0
71.0,52.0,-136.0,4.0
40.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
69.0,213.0,0.0,30.0
-5.0,-13.0,0.0,-1.0
-3.0,65.0,135.0,21.0
-44.0,-45.0,-57.0,-7.0
