int_ftse,int_dax,int_nikkei,int_spx
29.0,31.0,-186.0,0.0
-42.0,-54.0,-463.0,-5.0
-35.0,-65.0,-464.0,-5.0
30.0,35.0,355.0,8.0
-21.0,-81.0,0.0,-24.0
-12.0,-1.0,-336.0,2.0
-27.0,-14.0,288.0,3.0
71.0,93.0,3.0,-2.0
18.0,121.0,240.0,9.0
64.0,99.0,569.0,10.0
-7.0,13.0,91.0,2.0
-19.0,14.0,98.0,-5.0
41.0,52.0,-169.0,2.0
-54.0,-77.0,230.0,-12.0
12.0,8.0,-51.0,-6.0
13.0,9.0,88.0,1.0
-26.0,6.0,-27.0,-11.0
-21.0,-6.0,-448.0,11.0
83.0,77.0,167.0,-2.0
-44.0,-42.0,-182.0,3.0
29.0,55.0,-380.0,-4.0
-1.0,7.0,307.0,13.0
-1.0,1.0,-252.0,5.0
37.0,25.0,111.0,9.0
18.0,6.0,-330.0,-2.0
16.0,-2.0,-276.0,0.0
-5.0,8.0,457.0,-4.0
15.0,61.0,-113.0,9.0
-36.0,-5.0,315.0,-5.0
24.0,13.0,5.0,2.0
15.0,45.0,91.0,5.0
-84.0,-119.0,13.0,-14.0
53.0,70.0,-241.0,11.0
-12.0,-83.0,-55.0,-2.0
26.0,-62.0,-246.0,-2.0
39.0,33.0,238.0,-9.0
-40.0,-15.0,-175.0,-3.0
-45.0,-66.0,-99.0,3.0
43.0,59.0,409.0,-6.0
52.0,72.0,79.0,9.0
45.0,51.0,246.0,3.0
-2.0,15.0,-123.0,13.0
15.0,28.0,81.0,6.0
28.0,-1.0,-223.0,2.0
6.0,-15.0,243.0,2.0
-8.0,20.0,285.0,-2.0
0.0,9.0,0.0,-8.0
16.0,21.0,-129.0,8.0
-17.0,15.0,-6.0,-4.0
46.0,26.0,71.0,1.0
-64.0,-61.0,90.0,-1.0
-37.0,-22.0,40.0,-8.0
24.0,24.0,248.0,9.0
56.0,70.0,107.0,-2.0
-51.0,-14.0,14.0,-6.0
60.0,54.0,274.0,3.0
-20.0,-11.0,-41.0,8.0
40.0,16.0,-49.0,6.0
1.0,2.0,246.0,-2.0
-19.0,-79.0,74.0,-14.0
40.0,51.0,-107.0,1.0
-50.0,-95.0,-38.0,-10.0
-16.0,-7.0,-256.0,2.0
29.0,17.0,37.0,1.0
0.0,0.0,34.0,0.0
0.0,0.0,-233.0,-4.0
15.0,-16.0,232.0,22.0
45.0,91.0,118.0,2.0
-8.0,70.0,-33.0,2.0
51.0,31.0,86.0,0.0
-34.0,-15.0,-489.0,-3.0
-12.0,-1.0,56.0,-7.0
18.0,29.0,85.0,4.0
-44.0,-40.0,59.0,4.0
-37.0,-58.0,-208.0,1.0
0.0,0.0,19.0,-5.0
59.0,42.0,228.0,8.0
-72.0,-83.0,0.0,-6.0
26.0,71.0,0.0,5.0
55.0,74.0,0.0,13.0
-24.0,14.0,138.0,-1.0
38.0,13.0,-101.0,1.0
-22.0,-22.0,-239.0,-3.0
-41.0,-64.0,-89.0,-17.0
-130.0,-138.0,-261.0,-14.0
-71.0,-59.0,-115.0,3.0
5.0,-6.0,-328.0,-2.0
-171.0,-199.0,149.0,-22.0
-4.0,14.0,-220.0,-9.0
-14.0,6.0,68.0,6.0
-125.0,-126.0,-298.0,-5.0
146.0,132.0,-258.0,-6.0
-91.0,-91.0,308.0,2.0
90.0,119.0,-214.0,14.0
114.0,82.0,277.0,8.0
0.0,-33.0,-55.0,0.0
-139.0,-133.0,-56.0,-21.0
71.0,70.0,-392.0,11.0
26.0,15.0,36.0,15.0
15.0,-20.0,286.0,3.0
-2.0,-66.0,-121.0,-23.0
-93.0,-119.0,-284.0,-2.0
37.0,41.0,-288.0,-7.0
-144.0,-160.0,-463.0,1.0
93.0,81.0,117.0,-5.0
-35.0,-69.0,83.0,-16.0
-101.0,-103.0,-615.0,-13.0
-13.0,13.0,91.0,7.0
113.0,117.0,161.0,26.0
-22.0,-46.0,409.0,-5.0
29.0,63.0,-19.0,-11.0
32.0,54.0,-212.0,0.0
7.0,10.0,-4.0,12.0
19.0,30.0,491.0,-7.0
8.0,-4.0,-11.0,-1.0
-11.0,-15.0,28.0,6.0
-29.0,-55.0,19.0,-11.0
26.0,-3.0,-285.0,7.0
113.0,125.0,235.0,26.0
42.0,102.0,384.0,-2.0
51.0,29.0,66.0,10.0
-1.0,17.0,67.0,0.0
-57.0,-104.0,-115.0,-10.0
64.0,70.0,-202.0,4.0
-2.0,-14.0,-14.0,-9.0
8.0,25.0,245.0,2.0
-39.0,-90.0,-79.0,5.0
3.0,21.0,-224.0,-14.0
-95.0,-110.0,-152.0,-16.0
-58.0,-105.0,-252.0,-6.0
-7.0,-6.0,0.0,-2.0
-19.0,-20.0,-408.0,2.0
96.0,143.0,63.0,23.0
-7.0,6.0,446.0,-10.0
-51.0,-94.0,-125.0,-9.0
114.0,127.0,-27.0,20.0
18.0,-13.0,211.0,8.0
26.0,18.0,-121.0,0.0
52.0,76.0,295.0,-5.0
45.0,46.0,163.0,15.0
-46.0,-24.0,114.0,-2.0
-48.0,-85.0,-16.0,-6.0
52.0,84.0,24.0,8.0
-94.0,-40.0,6.0,2.0
51.0,83.0,29.0,-1.0
-61.0,-97.0,-345.0,-4.0
-10.0,25.0,310.0,-4.0
42.0,51.0,192.0,-6.0
-37.0,-72.0,-26.0,6.0
-3.0,-2.0,-65.0,-5.0
50.0,64.0,292.0,2.0
27.0,84.0,-41.0,17.0
-1.0,36.0,255.0,10.0
4.0,21.0,-51.0,2.0
3.0,-16.0,85.0,5.0
12.0,-23.0,-136.0,-5.0
-13.0,24.0,212.0,1.0
-42.0,-43.0,-18.0,-6.0
9.0,39.0,-203.0,4.0
9.0,-3.0,-22.0,-1.0
0.0,43.0,-176.0,6.0
10.0,-7.0,128.0,3.0
41.0,20.0,-18.0,0.0
-23.0,-8.0,268.0,-1.0
43.0,17.0,-6.0,8.0
37.0,33.0,224.0,0.0
-5.0,-25.0,27.0,2.0
-52.0,-71.0,-101.0,-13.0
-71.0,-40.0,-272.0,-6.0
21.0,22.0,68.0,4.0
-29.0,3.0,-286.0,1.0
45.0,75.0,-75.0,14.0
-3.0,33.0,31.0,5.0
-15.0,1.0,192.0,-2.0
0.0,30.0,-76.0,3.0
13.0,-11.0,0.0,2.0
-59.0,-53.0,8.0,-3.0
35.0,81.0,-156.0,7.0
30.0,8.0,116.0,-7.0
-74.0,-79.0,-200.0,-4.0
-24.0,18.0,-1.0,12.0
75.0,59.0,-76.0,10.0
57.0,29.0,390.0,0.0
41.0,0.0,77.0,3.0
-11.0,15.0,103.0,-4.0
-3.0,-5.0,127.0,-4.0
-20.0,-7.0,-12.0,3.0
29.0,54.0,-160.0,16.0
38.0,29.0,367.0,3.0
-3.0,10.0,-13.0,-4.0
29.0,-1.0,0.0,1.0
42.0,33.0,41.0,3.0
1.0,2.0,-77.0,-4.0
48.0,41.0,-32.0,13.0
36.0,13.0,168.0,3.0
15.0,13.0,156.0,4.0
-64.0,-71.0,-81.0,-5.0
42.0,67.0,42.0,1.0
5.0,-5.0,-102.0,1.0
0.0,25.0,100.0,2.0
11.0,40.0,137.0,9.0
16.0,5.0,-8.0,0.0
32.0,17.0,-81.0,5.0
-30.0,20.0,112.0,7.0
-24.0,-22.0,-142.0,-12.0
-34.0,-4.0,-318.0,0.0
3.0,10.0,48.0,0.0
20.0,23.0,-24.0,-10.0
0.0,-68.0,-25.0,0.0
-1.0,18.0,0.0,-3.0
76.0,89.0,14.0,15.0
19.0,31.0,29.0,3.0
-5.0,-12.0,-178.0,3.0
-7.0,9.0,-17.0,-7.0
-23.0,-1.0,-86.0,2.0
-14.0,36.0,-90.0,4.0
-8.0,-6.0,267.0,9.0
43.0,43.0,-46.0,3.0
25.0,13.0,-80.0,3.0
-62.0,-31.0,-72.0,2.0
12.0,40.0,-366.0,-1.0
-2.0,8.0,9.0,2.0
-42.0,16.0,180.0,4.0
-21.0,-1.0,0.0,0.0
-17.0,-64.0,-180.0,-6.0
-72.0,-113.0,151.0,-19.0
-25.0,-17.0,-30.0,5.0
59.0,82.0,221.0,13.0
-36.0,-54.0,198.0,1.0
-27.0,-68.0,47.0,-4.0
29.0,54.0,-18.0,13.0
36.0,77.0,-38.0,5.0
4.0,-3.0,106.0,-2.0
41.0,44.0,102.0,-5.0
21.0,14.0,-56.0,2.0
7.0,42.0,110.0,4.0
-3.0,7.0,110.0,-2.0
36.0,44.0,55.0,2.0
35.0,32.0,137.0,12.0
33.0,36.0,85.0,2.0
-13.0,9.0,48.0,-5.0
-44.0,-44.0,-186.0,3.0
-5.0,33.0,235.0,-2.0
-15.0,-13.0,36.0,-5.0
6.0,-70.0,57.0,-8.0
0.0,0.0,-12.0,0.0
0.0,0.0,77.0,6.0
56.0,105.0,54.0,10.0
-5.0,3.0,1.0,-2.0
-20.0,-15.0,1.0,-6.0
0.0,0.0,0.0,0.0
90.0,85.0,0.0,0.0
9.0,10.0,0.0,-2.0
-33.0,-17.0,128.0,2.0
-66.0,-81.0,-262.0,-9.0
-26.0,14.0,0.0,3.0
2.0,7.0,146.0,0.0
-36.0,-48.0,-295.0,2.0
70.0,121.0,-104.0,9.0
9.0,18.0,219.0,7.0
24.0,26.0,152.0,0.0
-48.0,-15.0,-7.0,1.0
-11.0,-15.0,59.0,-1.0
6.0,-12.0,109.0,-4.0
27.0,58.0,-60.0,4.0
-19.0,-60.0,114.0,-8.0
9.0,-9.0,-16.0,5.0
87.0,70.0,99.0,13.0
-45.0,-29.0,-49.0,-17.0
-41.0,-29.0,-37.0,-1.0
11.0,36.0,49.0,-2.0
2.0,62.0,20.0,8.0
-38.0,1.0,-107.0,10.0
79.0,62.0,136.0,7.0
28.0,34.0,28.0,3.0
7.0,-11.0,-203.0,-2.0
29.0,1.0,62.0,1.0
23.0,40.0,-114.0,3.0
-23.0,-39.0,0.0,-2.0
36.0,35.0,212.0,-10.0
-29.0,-52.0,0.0,-5.0
28.0,36.0,117.0,11.0
40.0,66.0,131.0,11.0
12.0,-3.0,145.0,1.0
-14.0,-1.0,-22.0,-1.0
25.0,30.0,65.0,0.0
-32.0,-5.0,-1.0,4.0
-55.0,-41.0,-26.0,-2.0
23.0,32.0,195.0,-1.0
21.0,19.0,80.0,-5.0
33.0,35.0,27.0,-2.0
-148.0,-208.0,-96.0,-50.0
-115.0,-104.0,-515.0,7.0
-55.0,-75.0,-151.0,-3.0
0.0,-37.0,-236.0,-16.0
-58.0,-69.0,-575.0,-13.0
80.0,61.0,202.0,21.0
18.0,22.0,-80.0,-4.0
71.0,96.0,326.0,10.0
18.0,3.0,74.0,1.0
-12.0,-1.0,128.0,4.0
-72.0,-92.0,-114.0,-29.0
-161.0,-176.0,-502.0,10.0
133.0,138.0,184.0,5.0
-3.0,-6.0,-116.0,-6.0
59.0,92.0,265.0,16.0
31.0,29.0,154.0,8.0
36.0,12.0,0.0,25.0
62.0,144.0,256.0,-1.0
21.0,0.0,61.0,2.0
-48.0,-28.0,41.0,1.0
1.0,30.0,-156.0,-9.0
-25.0,-42.0,-111.0,-11.0
57.0,81.0,9.0,5.0
-16.0,20.0,24.0,-2.0
7.0,20.0,-259.0,4.0
51.0,108.0,216.0,13.0
-2.0,28.0,300.0,2.0
33.0,26.0,-53.0,4.0
0.0,0.0,-7.0,0.0
0.0,0.0,259.0,1.0
20.0,67.0,-79.0,4.0
-4.0,-14.0,6.0,-10.0
3.0,-10.0,-130.0,9.0
46.0,70.0,-177.0,5.0
54.0,0.0,265.0,16.0
-19.0,136.0,-101.0,3.0
-48.0,-66.0,140.0,1.0
-9.0,-40.0,-296.0,-2.0
46.0,0.0,81.0,14.0
-7.0,93.0,3.0,-4.0
-50.0,-65.0,-4.0,0.0
32.0,73.0,-215.0,15.0
8.0,44.0,193.0,-1.0
-51.0,-9.0,-29.0,0.0
31.0,30.0,0.0,-12.0
-30.0,0.0,-126.0,4.0
65.0,47.0,120.0,9.0
53.0,21.0,0.0,7.0
66.0,40.0,0.0,3.0
0.0,9.0,275.0,4.0
-53.0,-83.0,-13.0,-2.0
-1.0,33.0,92.0,5.0
-25.0,-60.0,-12.0,-21.0
41.0,64.0,-183.0,14.0
-10.0,-20.0,124.0,-2.0
13.0,46.0,-165.0,-2.0
-9.0,-24.0,17.0,13.0
20.0,0.0,-31.0,-2.0
61.0,126.0,-99.0,10.0
-4.0,12.0,157.0,3.0
-30.0,40.0,124.0,-1.0
10.0,76.0,25.0,-2.0
-51.0,-38.0,-9.0,-15.0
5.0,42.0,-215.0,8.0
0.0,0.0,106.0,0.0
36.0,42.0,85.0,3.0
-4.0,-17.0,-84.0,12.0
19.0,119.0,287.0,0.0
55.0,104.0,83.0,6.0
-12.0,-11.0,15.0,3.0
-32.0,-57.0,80.0,-9.0
-110.0,-189.0,-13.0,-13.0
-17.0,-112.0,13.0,-27.0
0.0,-28.0,-274.0,17.0
62.0,0.0,55.0,2.0
-47.0,0.0,-74.0,-17.0
39.0,90.0,-28.0,23.0
90.0,169.0,110.0,7.0
83.0,181.0,129.0,10.0
-29.0,6.0,178.0,-1.0
-53.0,-3.0,14.0,2.0
-1.0,57.0,48.0,-21.0
-54.0,-126.0,29.0,10.0
-28.0,-15.0,-52.0,-20.0
21.0,-19.0,-101.0,-5.0
-29.0,-70.0,-21.0,-5.0
-32.0,-59.0,-217.0,14.0
44.0,120.0,83.0,-1.0
36.0,86.0,206.0,-2.0
-17.0,-49.0,8.0,16.0
49.0,92.0,3.0,5.0
34.0,25.0,19.0,0.0
-38.0,-88.0,53.0,1.0
55.0,61.0,-81.0,5.0
22.0,29.0,121.0,1.0
-82.0,-113.0,-9.0,-21.0
-15.0,-66.0,-203.0,8.0
82.0,155.0,-65.0,29.0
19.0,39.0,254.0,5.0
-19.0,13.0,0.0,-3.0
-38.0,-67.0,-21.0,0.0
-92.0,-145.0,-202.0,-3.0
73.0,0.0,101.0,7.0
-55.0,-19.0,41.0,-19.0
39.0,70.0,-194.0,7.0
-126.0,-138.0,39.0,-30.0
-44.0,0.0,-144.0,7.0
-203.0,-298.0,-156.0,-36.0
-36.0,-57.0,-419.0,-24.0
-9.0,5.0,6.0,15.0
154.0,128.0,-41.0,-18.0
-110.0,-111.0,-378.0,10.0
50.0,0.0,114.0,7.0
-76.0,-38.0,-5.0,-39.0
-35.0,9.0,-65.0,34.0
119.0,69.0,7.0,9.0
85.0,92.0,108.0,21.0
-122.0,-152.0,141.0,-44.0
-233.0,-110.0,-406.0,0.0
181.0,131.0,36.0,-1.0
-76.0,-49.0,44.0,-26.0
-34.0,20.0,-369.0,-20.0
-251.0,-175.0,-327.0,5.0
206.0,108.0,-875.0,34.0
14.0,0.0,459.0,0.0
8.0,46.0,169.0,2.0
109.0,76.0,-1.0,17.0
1.0,11.0,416.0,-2.0
24.0,-4.0,-68.0,17.0
0.0,-22.0,53.0,-13.0
-118.0,-55.0,-14.0,-34.0
30.0,9.0,-275.0,31.0
80.0,80.0,141.0,-6.0
91.0,0.0,416.0,16.0
12.0,0.0,-45.0,0.0
61.0,202.0,-104.0,16.0
-106.0,-133.0,-262.0,-17.0
43.0,33.0,99.0,6.0
-122.0,-185.0,-135.0,-25.0
-57.0,-61.0,-358.0,-2.0
146.0,0.0,113.0,20.0
26.0,97.0,-80.0,0.0
57.0,63.0,24.0,12.0
-74.0,-38.0,306.0,1.0
-107.0,-18.0,0.0,-8.0
101.0,96.0,-326.0,43.0
177.0,175.0,580.0,10.0
-31.0,-15.0,32.0,-11.0
27.0,59.0,-101.0,7.0
9.0,-7.0,0.0,-8.0
-69.0,-18.0,89.0,0.0
37.0,35.0,34.0,8.0
53.0,49.0,397.0,6.0
-20.0,0.0,-47.0,-5.0
40.0,69.0,60.0,21.0
-6.0,24.0,201.0,-1.0
35.0,9.0,153.0,-7.0
12.0,-11.0,-107.0,3.0
48.0,58.0,-27.0,15.0
-55.0,-28.0,0.0,-5.0
75.0,6.0,1103.0,13.0
18.0,0.0,-991.0,-3.0
91.0,53.0,281.0,-8.0
6.0,8.0,-127.0,7.0
-86.0,-72.0,27.0,-13.0
-30.0,-7.0,-221.0,-10.0
63.0,23.0,-182.0,3.0
-68.0,-64.0,151.0,-1.0
-82.0,-37.0,-292.0,-40.0
-68.0,-90.0,-376.0,6.0
54.0,48.0,12.0,13.0
-32.0,-14.0,-92.0,-4.0
95.0,104.0,-74.0,-1.0
85.0,17.0,221.0,21.0
45.0,60.0,193.0,5.0
-48.0,-32.0,-47.0,-9.0
63.0,42.0,86.0,18.0
-135.0,-139.0,133.0,-41.0
-56.0,-31.0,-353.0,1.0
-69.0,-42.0,-249.0,-7.0
13.0,20.0,-19.0,18.0
-89.0,-28.0,-153.0,-45.0
-4.0,20.0,-325.0,-1.0
-77.0,-7.0,-188.0,-21.0
33.0,-6.0,-386.0,-14.0
25.0,-29.0,-71.0,42.0
70.0,6.0,373.0,-11.0
-73.0,-116.0,-103.0,-19.0
-68.0,-55.0,-242.0,7.0
-171.0,-101.0,-112.0,-25.0
106.0,119.0,169.0,6.0
-156.0,-112.0,-374.0,-23.0
85.0,44.0,51.0,0.0
107.0,46.0,0.0,24.0
-82.0,-41.0,247.0,-33.0
-40.0,-36.0,87.0,21.0
166.0,192.0,-69.0,41.0
43.0,42.0,360.0,0.0
83.0,105.0,167.0,12.0
-46.0,-33.0,-52.0,-9.0
-71.0,-29.0,-148.0,-10.0
178.0,136.0,128.0,23.0
-8.0,-4.0,266.0,22.0
69.0,54.0,82.0,-3.0
11.0,39.0,-32.0,11.0
-29.0,-24.0,120.0,-38.0
23.0,67.0,-112.0,9.0
-195.0,-148.0,-396.0,2.0
32.0,20.0,-22.0,-21.0
-119.0,-123.0,-265.0,-22.0
2.0,25.0,-42.0,9.0
5.0,-13.0,-177.0,-1.0
61.0,32.0,1.0,7.0
89.0,133.0,226.0,24.0
45.0,0.0,0.0,12.0
0.0,0.0,295.0,0.0
0.0,0.0,101.0,1.0
18.0,36.0,-89.0,-21.0
-21.0,29.0,-257.0,2.0
-20.0,0.0,0.0,-10.0
-1033.7781145318231,-1987.431647790716,-710.433721486681,-180.3668846706014
993.7781145318231,1869.431647790716,710.433721486681,159.3668846706014
63.0,-41.0,0.0,0.0
-131.0,-100.0,-616.0,-36.0
-13.0,9.0,-191.0,5.0
21.0,32.0,28.0,-26.0
-84.0,-67.0,71.0,19.0
-50.0,-69.0,-211.0,11.0
-20.0,4.0,-278.0,-19.0
13.0,15.0,0.0,15.0
-190.0,-166.0,-138.0,-36.0
-83.0,-95.0,-468.0,-7.0
-40.0,-58.0,279.0,-40.0
-1.0,-99.0,78.0,-8.0
-323.0,-524.0,-536.0,0.0
162.0,-21.0,-752.0,-15.0
-131.0,-330.0,256.0,28.0
266.0,382.0,263.0,14.0
-7.0,-5.0,537.0,-22.0
-80.0,2.0,-542.0,23.0
97.0,74.0,391.0,9.0
-48.0,-17.0,-133.0,-7.0
42.0,-24.0,247.0,23.0
150.0,117.0,-95.0,17.0
-3.0,32.0,362.0,-15.0
-158.0,-235.0,-114.0,-44.0
7.0,82.0,-646.0,-10.0
-151.0,-114.0,108.0,10.0
60.0,34.0,-190.0,-5.0
-77.0,-24.0,0.0,8.0
202.0,224.0,4.0,9.0
-29.0,6.0,47.0,19.0
-1.0,-11.0,558.0,-19.0
-92.0,-130.0,-4.0,1.0
159.0,135.0,13.0,0.0
20.0,35.0,122.0,-1.0
-73.0,-103.0,-447.0,12.0
39.0,5.0,378.0,-18.0
-44.0,-98.0,-188.0,11.0
111.0,76.0,414.0,18.0
88.0,103.0,-90.0,10.0
-11.0,12.0,207.0,-1.0
-111.0,-135.0,-106.0,-13.0
-81.0,-114.0,-322.0,-37.0
-66.0,-59.0,-611.0,1.0
-51.0,-144.0,0.0,-5.0
86.0,138.0,-20.0,7.0
-87.0,-92.0,243.0,-29.0
-67.0,-78.0,-433.0,-11.0
-70.0,-65.0,-250.0,-20.0
61.0,76.0,126.0,47.0
86.0,75.0,203.0,-12.0
-84.0,-99.0,-428.0,7.0
-61.0,-49.0,-192.0,-27.0
-217.0,-269.0,-454.0,-12.0
191.0,211.0,177.0,54.0
-60.0,-32.0,296.0,-32.0
-50.0,-42.0,0.0,31.0
0.0,0.0,222.0,0.0
0.0,0.0,-2.0,20.0
194.0,205.0,265.0,3.0
-29.0,-35.0,-39.0,-11.0
57.0,89.0,-102.0,-16.0
-25.0,-19.0,216.0,-10.0
10.0,-25.0,-295.0,7.0
150.0,186.0,131.0,48.0
63.0,57.0,533.0,-3.0
-24.0,-36.0,200.0,2.0
56.0,22.0,-96.0,1.0
67.0,58.0,157.0,2.0
-24.0,-50.0,-200.0,-7.0
-7.0,-50.0,-139.0,-11.0
-18.0,-17.0,-166.0,6.0
-70.0,-101.0,378.0,-28.0
-64.0,-49.0,-406.0,-4.0
75.0,31.0,73.0,6.0
140.0,117.0,156.0,30.0
-66.0,-21.0,252.0,1.0
76.0,162.0,78.0,25.0
-4.0,-57.0,220.0,-2.0
-18.0,-58.0,-149.0,-13.0
49.0,67.0,32.0,4.0
-33.0,26.0,-39.0,9.0
41.0,75.0,323.0,9.0
-1.0,29.0,31.0,-1.0
-1.0,-40.0,0.0,-6.0
-2.0,63.0,-45.0,-5.0
0.0,0.0,-83.0,24.0
128.0,95.0,283.0,4.0
0.0,9.0,0.0,-6.0
0.0,-35.0,0.0,11.0
45.0,59.0,53.0,-26.0
10.0,-5.0,-159.0,5.0
-66.0,-68.0,-288.0,-9.0
16.0,32.0,88.0,15.0
-9.0,25.0,210.0,0.0
4.0,23.0,165.0,5.0
36.0,-2.0,133.0,15.0
53.0,75.0,-32.0,2.0
72.0,69.0,50.0,1.0
-185.0,-107.0,-109.0,-13.0
7.0,-78.0,-234.0,-23.0
-17.0,30.0,52.0,4.0
-94.0,-126.0,34.0,-19.0
0.0,9.0,-322.0,0.0
-29.0,5.0,203.0,10.0
11.0,75.0,-184.0,5.0
-1.0,22.0,415.0,8.0
-15.0,41.0,214.0,2.0
-46.0,-88.0,102.0,-15.0
50.0,11.0,-231.0,-8.0
-87.0,-54.0,226.0,0.0
25.0,-24.0,-94.0,27.0
-89.0,-138.0,148.0,-44.0
-29.0,12.0,-308.0,1.0
-50.0,-44.0,-160.0,-3.0
-104.0,-121.0,162.0,-23.0
67.0,64.0,-295.0,4.0
12.0,51.0,85.0,21.0
-8.0,-36.0,381.0,0.0
67.0,67.0,-6.0,-10.0
-105.0,-68.0,104.0,-13.0
-48.0,-7.0,-322.0,5.0
-88.0,-143.0,-188.0,-25.0
47.0,11.0,-85.0,1.0
-33.0,-53.0,-8.0,-4.0
32.0,81.0,-20.0,7.0
-148.0,-158.0,-7.0,-38.0
11.0,-38.0,-278.0,-5.0
96.0,-3.0,-63.0,2.0
-146.0,-103.0,-18.0,4.0
-53.0,-10.0,-177.0,-23.0
50.0,48.0,-21.0,1.0
-64.0,-81.0,-28.0,0.0
100.0,123.0,123.0,-10.0
-72.0,-91.0,-327.0,21.0
89.0,82.0,19.0,-29.0
-123.0,-81.0,15.0,9.0
-145.0,-152.0,-28.0,-14.0
39.0,47.0,-29.0,-11.0
-129.0,-119.0,-256.0,-14.0
-21.0,74.0,6.0,31.0
136.0,116.0,127.0,15.0
90.0,111.0,-84.0,0.0
28.0,42.0,0.0,0.0
-40.0,18.0,381.0,17.0
85.0,94.0,128.0,5.0
-87.0,-96.0,291.0,-30.0
-10.0,-4.0,-269.0,5.0
-40.0,-85.0,19.0,-23.0
7.0,47.0,-194.0,29.0
101.0,62.0,208.0,21.0
-9.0,19.0,9.0,-17.0
-57.0,-83.0,-282.0,-7.0
-34.0,-47.0,-161.0,-11.0
134.0,169.0,-19.0,35.0
32.0,43.0,340.0,5.0
-9.0,-18.0,-130.0,-23.0
12.0,18.0,44.0,30.0
52.0,48.0,262.0,9.0
-7.0,-24.0,-127.0,-16.0
-86.0,-163.0,-280.0,-4.0
49.0,20.0,-67.0,7.0
-43.0,4.0,63.0,6.0
-4.0,-14.0,146.0,-20.0
-130.0,-150.0,-300.0,-12.0
51.0,35.0,-14.0,8.0
-1.0,-81.0,-99.0,3.0
135.0,106.0,-86.0,15.0
0.0,-46.0,212.0,-26.0
-35.0,44.0,-100.0,5.0
58.0,-19.0,-26.0,10.0
73.0,99.0,16.0,19.0
35.0,2.0,304.0,-18.0
-34.0,-1.0,-238.0,0.0
18.0,97.0,-225.0,-5.0
-121.0,-51.0,80.0,-3.0
-137.0,-188.0,-132.0,-38.0
-122.0,-152.0,-345.0,6.0
206.0,136.0,412.0,25.0
-31.0,-30.0,-224.0,-43.0
-49.0,-23.0,-54.0,8.0
-48.0,-32.0,-244.0,17.0
98.0,56.0,112.0,2.0
-212.0,-170.0,0.0,-59.0
-179.0,-99.0,-605.0,21.0
-113.0,-105.0,140.0,-57.0
-33.0,3.0,-260.0,50.0
432.0,326.0,431.0,49.0
-75.0,-82.0,170.0,-48.0
-100.0,-39.0,0.0,-19.0
-41.0,-16.0,25.0,-3.0
102.0,121.0,-109.0,24.0
-109.0,-110.0,-113.0,4.0
-270.0,-256.0,-150.0,-107.0
84.0,24.0,-484.0,60.0
57.0,-25.0,109.0,-5.0
-89.0,-146.0,-214.0,-47.0
110.0,137.0,-216.0,-15.0
-391.0,-410.0,-465.0,-43.0
16.0,-61.0,-318.0,-60.0
-239.0,-313.0,-952.0,-12.0
-53.0,-126.0,-46.0,-75.0
-381.0,-343.0,-881.0,-10.0
324.0,518.0,0.0,104.0
138.0,137.0,1171.0,-5.0
-315.0,-338.0,100.0,-91.0
-218.0,-239.0,-1089.0,39.0
202.0,159.0,235.0,-6.0
219.0,54.0,312.0,45.0
-53.0,-51.0,301.0,-30.0
-189.0,-213.0,-632.0,-59.0
47.0,-52.0,-214.0,12.0
-204.0,-224.0,-811.0,-32.0
-31.0,39.0,-487.0,-28.0
74.0,489.0,459.0,92.0
316.0,-15.0,590.0,-10.0
49.0,61.0,818.0,24.0
86.0,118.0,-453.0,14.0
66.0,39.0,0.0,-2.0
196.0,252.0,538.0,39.0
-109.0,-112.0,407.0,-53.0
-258.0,-353.0,-622.0,-48.0
92.0,125.0,-316.0,26.0
39.0,87.0,498.0,-11.0
-157.0,-264.0,-272.0,-21.0
-64.0,-141.0,-114.0,-46.0
-13.0,29.0,-457.0,59.0
63.0,61.0,224.0,-38.0
-100.0,-153.0,60.0,-23.0
76.0,22.0,-194.0,9.0
-203.0,-225.0,-55.0,-53.0
-131.0,-134.0,-570.0,-54.0
-94.0,-93.0,207.0,48.0
372.0,427.0,0.0,51.0
19.0,6.0,413.0,6.0
-19.0,0.0,-110.0,30.0
74.0,105.0,160.0,0.0
62.0,4.0,139.0,9.0
-223.0,-275.0,-115.0,-80.0
57.0,137.0,-534.0,32.0
47.0,36.0,141.0,22.0
-6.0,-3.0,-80.0,-25.0
-114.0,-183.0,-7.0,31.0
251.0,334.0,412.0,33.0
81.0,64.0,66.0,-21.0
-14.0,25.0,265.0,11.0
21.0,-37.0,60.0,-26.0
-108.0,-104.0,-485.0,6.0
-3.0,-9.0,429.0,-11.0
32.0,75.0,-96.0,45.0
15.0,-21.0,44.0,-9.0
6.0,48.0,55.0,-19.0
-44.0,-60.0,-79.0,2.0
-37.0,-57.0,135.0,-16.0
6.0,-10.0,0.0,-8.0
-39.0,0.0,-206.0,5.0
0.0,0.0,82.0,0.0
0.0,0.0,140.0,4.0
103.0,75.0,8.0,-3.0
73.0,106.0,112.0,21.0
42.0,0.0,0.0,13.0
988.2218854681769,1269.568352209284,5737.566278513319,384.6331153293986
-861.2218854681769,-1106.568352209284,-5737.566278513319,-356.6331153293986
18.0,10.0,184.0,-4.0
59.0,43.0,37.0,7.0
-131.0,-89.0,159.0,-28.0
-2.0,-58.0,-363.0,3.0
-57.0,-96.0,-40.0,-19.0
